Comunidades y ciudades autónomas;País de nacimiento;Periodo;Total
04 Balears, Illes;Suecia;2009;117
04 Balears, Illes;Suecia;2008;100
04 Balears, Illes;Lituania;2021;20
04 Balears, Illes;Lituania;2020;16
04 Balears, Illes;Lituania;2019;40
04 Balears, Illes;Lituania;2018;54
04 Balears, Illes;Lituania;2017;38
04 Balears, Illes;Lituania;2016;27
04 Balears, Illes;Lituania;2015;23
04 Balears, Illes;Lituania;2014;18
04 Balears, Illes;Lituania;2013;31
04 Balears, Illes;Lituania;2012;25
04 Balears, Illes;Lituania;2011;19
04 Balears, Illes;Lituania;2010;18
04 Balears, Illes;Lituania;2009;18
04 Balears, Illes;Lituania;2008;20
04 Balears, Illes;Otro país de la Unión Europea sin España;2021;310
04 Balears, Illes;Otro país de la Unión Europea sin España;2020;258
04 Balears, Illes;Otro país de la Unión Europea sin España;2019;374
04 Balears, Illes;Otro país de la Unión Europea sin España;2018;466
04 Balears, Illes;Otro país de la Unión Europea sin España;2017;455
04 Balears, Illes;Otro país de la Unión Europea sin España;2016;355
04 Balears, Illes;Otro país de la Unión Europea sin España;2015;355
04 Balears, Illes;Otro país de la Unión Europea sin España;2014;371
04 Balears, Illes;Otro país de la Unión Europea sin España;2013;371
04 Balears, Illes;Otro país de la Unión Europea sin España;2012;364
04 Balears, Illes;Otro país de la Unión Europea sin España;2011;320
04 Balears, Illes;Otro país de la Unión Europea sin España;2010;307
04 Balears, Illes;Otro país de la Unión Europea sin España;2009;305
04 Balears, Illes;Otro país de la Unión Europea sin España;2008;361
04 Balears, Illes;Europa menos UE27_2020;2021;2.495
04 Balears, Illes;Europa menos UE27_2020;2020;2.191
04 Balears, Illes;Europa menos UE27_2020;2019;""
04 Balears, Illes;Europa menos UE27_2020;2018;""
04 Balears, Illes;Europa menos UE27_2020;2017;""
04 Balears, Illes;Europa menos UE27_2020;2016;""
04 Balears, Illes;Europa menos UE27_2020;2015;""
04 Balears, Illes;Europa menos UE27_2020;2014;""
04 Balears, Illes;Europa menos UE27_2020;2013;""
04 Balears, Illes;Europa menos UE27_2020;2012;""
04 Balears, Illes;Europa menos UE27_2020;2011;""
04 Balears, Illes;Europa menos UE27_2020;2010;""
04 Balears, Illes;Europa menos UE27_2020;2009;""
04 Balears, Illes;Europa menos UE27_2020;2008;""
04 Balears, Illes;Reino Unido;2021;1.828
04 Balears, Illes;Reino Unido;2020;1.743
04 Balears, Illes;Reino Unido;2019;1.523
04 Balears, Illes;Reino Unido;2018;1.280
04 Balears, Illes;Reino Unido;2017;1.252
04 Balears, Illes;Reino Unido;2016;936
04 Balears, Illes;Reino Unido;2015;798
04 Balears, Illes;Reino Unido;2014;818
04 Balears, Illes;Reino Unido;2013;938
04 Balears, Illes;Reino Unido;2012;955
04 Balears, Illes;Reino Unido;2011;902
04 Balears, Illes;Reino Unido;2010;987
04 Balears, Illes;Reino Unido;2009;1.042
04 Balears, Illes;Reino Unido;2008;1.194
04 Balears, Illes;Europa menos UE28;2021;""
04 Balears, Illes;Europa menos UE28;2020;""
04 Balears, Illes;Europa menos UE28;2019;762
04 Balears, Illes;Europa menos UE28;2018;752
04 Balears, Illes;Europa menos UE28;2017;758
04 Balears, Illes;Europa menos UE28;2016;587
04 Balears, Illes;Europa menos UE28;2015;645
04 Balears, Illes;Europa menos UE28;2014;613
04 Balears, Illes;Europa menos UE28;2013;459
04 Balears, Illes;Europa menos UE28;2012;561
04 Balears, Illes;Europa menos UE28;2011;510
04 Balears, Illes;Europa menos UE28;2010;441
04 Balears, Illes;Europa menos UE28;2009;452
04 Balears, Illes;Europa menos UE28;2008;505
04 Balears, Illes;Noruega;2021;27
04 Balears, Illes;Noruega;2020;20
04 Balears, Illes;Noruega;2019;27
04 Balears, Illes;Noruega;2018;39
04 Balears, Illes;Noruega;2017;21
04 Balears, Illes;Noruega;2016;14
04 Balears, Illes;Noruega;2015;13
04 Balears, Illes;Noruega;2014;27
04 Balears, Illes;Noruega;2013;24
04 Balears, Illes;Noruega;2012;32
04 Balears, Illes;Noruega;2011;20
04 Balears, Illes;Noruega;2010;15
04 Balears, Illes;Noruega;2009;26
04 Balears, Illes;Noruega;2008;16
04 Balears, Illes;Suiza;2021;174
04 Balears, Illes;Suiza;2020;89
04 Balears, Illes;Suiza;2019;126
04 Balears, Illes;Suiza;2018;138
04 Balears, Illes;Suiza;2017;146
04 Balears, Illes;Suiza;2016;138
04 Balears, Illes;Suiza;2015;109
04 Balears, Illes;Suiza;2014;104
04 Balears, Illes;Suiza;2013;104
04 Balears, Illes;Suiza;2012;120
04 Balears, Illes;Suiza;2011;102
04 Balears, Illes;Suiza;2010;101
04 Balears, Illes;Suiza;2009;107
04 Balears, Illes;Suiza;2008;82
04 Balears, Illes;Ucrania;2021;119
04 Balears, Illes;Ucrania;2020;102
04 Balears, Illes;Ucrania;2019;188
04 Balears, Illes;Ucrania;2018;168
04 Balears, Illes;Ucrania;2017;178
04 Balears, Illes;Ucrania;2016;127
04 Balears, Illes;Ucrania;2015;174
04 Balears, Illes;Ucrania;2014;141
04 Balears, Illes;Ucrania;2013;67
04 Balears, Illes;Ucrania;2012;88
04 Balears, Illes;Ucrania;2011;105
04 Balears, Illes;Ucrania;2010;76
04 Balears, Illes;Ucrania;2009;93
04 Balears, Illes;Ucrania;2008;134
04 Balears, Illes;Moldavia;2021;51
04 Balears, Illes;Moldavia;2020;40
04 Balears, Illes;Moldavia;2019;67
04 Balears, Illes;Moldavia;2018;64
04 Balears, Illes;Moldavia;2017;71
04 Balears, Illes;Moldavia;2016;36
04 Balears, Illes;Moldavia;2015;51
04 Balears, Illes;Moldavia;2014;42
04 Balears, Illes;Moldavia;2013;19
04 Balears, Illes;Moldavia;2012;21
04 Balears, Illes;Moldavia;2011;26
04 Balears, Illes;Moldavia;2010;19
04 Balears, Illes;Moldavia;2009;25
04 Balears, Illes;Moldavia;2008;64
04 Balears, Illes;Rusia;2021;183
04 Balears, Illes;Rusia;2020;108
04 Balears, Illes;Rusia;2019;181
04 Balears, Illes;Rusia;2018;195
04 Balears, Illes;Rusia;2017;205
04 Balears, Illes;Rusia;2016;158
04 Balears, Illes;Rusia;2015;204
04 Balears, Illes;Rusia;2014;215
04 Balears, Illes;Rusia;2013;169
04 Balears, Illes;Rusia;2012;213
04 Balears, Illes;Rusia;2011;188
04 Balears, Illes;Rusia;2010;151
04 Balears, Illes;Rusia;2009;133
04 Balears, Illes;Rusia;2008;132
04 Balears, Illes;Otro país del resto de Europa;2021;113
04 Balears, Illes;Otro país del resto de Europa;2020;89
04 Balears, Illes;Otro país del resto de Europa;2019;173
04 Balears, Illes;Otro país del resto de Europa;2018;148
04 Balears, Illes;Otro país del resto de Europa;2017;137
04 Balears, Illes;Otro país del resto de Europa;2016;114
04 Balears, Illes;Otro país del resto de Europa;2015;95
04 Balears, Illes;Otro país del resto de Europa;2014;83
04 Balears, Illes;Otro país del resto de Europa;2013;75
04 Balears, Illes;Otro país del resto de Europa;2012;87
04 Balears, Illes;Otro país del resto de Europa;2011;69
04 Balears, Illes;Otro país del resto de Europa;2010;79
04 Balears, Illes;Otro país del resto de Europa;2009;67
04 Balears, Illes;Otro país del resto de Europa;2008;75
04 Balears, Illes;África;2021;2.047
04 Balears, Illes;África;2020;1.793
04 Balears, Illes;África;2019;2.755
04 Balears, Illes;África;2018;2.607
04 Balears, Illes;África;2017;1.908
04 Balears, Illes;África;2016;1.801
04 Balears, Illes;África;2015;1.382
04 Balears, Illes;África;2014;1.090
04 Balears, Illes;África;2013;1.162
04 Balears, Illes;África;2012;1.182
04 Balears, Illes;África;2011;1.311
04 Balears, Illes;África;2010;1.383
04 Balears, Illes;África;2009;2.763
04 Balears, Illes;África;2008;4.011
04 Balears, Illes;Argelia;2021;159
04 Balears, Illes;Argelia;2020;109
04 Balears, Illes;Argelia;2019;196
04 Balears, Illes;Argelia;2018;145
04 Balears, Illes;Argelia;2017;139
04 Balears, Illes;Argelia;2016;84
04 Balears, Illes;Argelia;2015;86
04 Balears, Illes;Argelia;2014;55
04 Balears, Illes;Argelia;2013;79
04 Balears, Illes;Argelia;2012;79
04 Balears, Illes;Argelia;2011;102
04 Balears, Illes;Argelia;2010;83
04 Balears, Illes;Argelia;2009;95
04 Balears, Illes;Argelia;2008;88
04 Balears, Illes;Gambia;2021;17
04 Balears, Illes;Gambia;2020;11
04 Balears, Illes;Gambia;2019;23
04 Balears, Illes;Gambia;2018;13
04 Balears, Illes;Gambia;2017;11
04 Balears, Illes;Gambia;2016;17
04 Balears, Illes;Gambia;2015;10
04 Balears, Illes;Gambia;2014;13
04 Balears, Illes;Gambia;2013;12
04 Balears, Illes;Gambia;2012;13
04 Balears, Illes;Gambia;2011;6
04 Balears, Illes;Gambia;2010;7
04 Balears, Illes;Gambia;2009;12
04 Balears, Illes;Gambia;2008;31
04 Balears, Illes;Ghana;2021;19
04 Balears, Illes;Ghana;2020;16
04 Balears, Illes;Ghana;2019;30
04 Balears, Illes;Ghana;2018;44
04 Balears, Illes;Ghana;2017;28
04 Balears, Illes;Ghana;2016;25
04 Balears, Illes;Ghana;2015;31
04 Balears, Illes;Ghana;2014;41
04 Balears, Illes;Ghana;2013;35
04 Balears, Illes;Ghana;2012;18
04 Balears, Illes;Ghana;2011;24
04 Balears, Illes;Ghana;2010;21
04 Balears, Illes;Ghana;2009;23
04 Balears, Illes;Ghana;2008;49
04 Balears, Illes;Guinea;2021;33
04 Balears, Illes;Guinea;2020;4
04 Balears, Illes;Guinea;2019;8
04 Balears, Illes;Guinea;2018;4
04 Balears, Illes;Guinea;2017;12
04 Balears, Illes;Guinea;2016;24
04 Balears, Illes;Guinea;2015;11
04 Balears, Illes;Guinea;2014;10
04 Balears, Illes;Guinea;2013;20
04 Balears, Illes;Guinea;2012;14
04 Balears, Illes;Guinea;2011;11
04 Balears, Illes;Guinea;2010;18
04 Balears, Illes;Guinea;2009;29
04 Balears, Illes;Guinea;2008;49
04 Balears, Illes;Guinea Ecuatorial;2021;20
04 Balears, Illes;Guinea Ecuatorial;2020;15
04 Balears, Illes;Guinea Ecuatorial;2019;27
04 Balears, Illes;Guinea Ecuatorial;2018;26
04 Balears, Illes;Guinea Ecuatorial;2017;28
04 Balears, Illes;Guinea Ecuatorial;2016;24
04 Balears, Illes;Guinea Ecuatorial;2015;34
04 Balears, Illes;Guinea Ecuatorial;2014;37
04 Balears, Illes;Guinea Ecuatorial;2013;30
04 Balears, Illes;Guinea Ecuatorial;2012;22
04 Balears, Illes;Guinea Ecuatorial;2011;18
04 Balears, Illes;Guinea Ecuatorial;2010;33
04 Balears, Illes;Guinea Ecuatorial;2009;30
04 Balears, Illes;Guinea Ecuatorial;2008;56
04 Balears, Illes;Mali;2021;23
04 Balears, Illes;Mali;2020;30
04 Balears, Illes;Mali;2019;34
04 Balears, Illes;Mali;2018;31
04 Balears, Illes;Mali;2017;22
04 Balears, Illes;Mali;2016;26
04 Balears, Illes;Mali;2015;45
04 Balears, Illes;Mali;2014;41
04 Balears, Illes;Mali;2013;29
04 Balears, Illes;Mali;2012;18
04 Balears, Illes;Mali;2011;20
04 Balears, Illes;Mali;2010;18
04 Balears, Illes;Mali;2009;82
04 Balears, Illes;Mali;2008;132
04 Balears, Illes;Marruecos;2021;1.258
04 Balears, Illes;Marruecos;2020;1.193
04 Balears, Illes;Marruecos;2019;1.754
04 Balears, Illes;Marruecos;2018;1.688
04 Balears, Illes;Marruecos;2017;1.212
04 Balears, Illes;Marruecos;2016;1.122
04 Balears, Illes;Marruecos;2015;710
04 Balears, Illes;Marruecos;2014;519
04 Balears, Illes;Marruecos;2013;514
04 Balears, Illes;Marruecos;2012;611
04 Balears, Illes;Marruecos;2011;746
04 Balears, Illes;Marruecos;2010;740
04 Balears, Illes;Marruecos;2009;1.610
04 Balears, Illes;Marruecos;2008;2.419
04 Balears, Illes;Mauritania;2021;18
04 Balears, Illes;Mauritania;2020;15
04 Balears, Illes;Mauritania;2019;37
04 Balears, Illes;Mauritania;2018;24
04 Balears, Illes;Mauritania;2017;14
04 Balears, Illes;Mauritania;2016;37
04 Balears, Illes;Mauritania;2015;28
04 Balears, Illes;Mauritania;2014;15
04 Balears, Illes;Mauritania;2013;30
04 Balears, Illes;Mauritania;2012;18
04 Balears, Illes;Mauritania;2011;19
04 Balears, Illes;Mauritania;2010;12
04 Balears, Illes;Mauritania;2009;29
04 Balears, Illes;Mauritania;2008;27
04 Balears, Illes;Nigeria;2021;72
04 Balears, Illes;Nigeria;2020;72
04 Balears, Illes;Nigeria;2019;91
04 Balears, Illes;Nigeria;2018;110
04 Balears, Illes;Nigeria;2017;105
04 Balears, Illes;Nigeria;2016;70
04 Balears, Illes;Nigeria;2015;68
04 Balears, Illes;Nigeria;2014;86
04 Balears, Illes;Nigeria;2013;101
04 Balears, Illes;Nigeria;2012;95
04 Balears, Illes;Nigeria;2011;111
04 Balears, Illes;Nigeria;2010;149
04 Balears, Illes;Nigeria;2009;238
04 Balears, Illes;Nigeria;2008;373
04 Balears, Illes;Senegal;2021;274
04 Balears, Illes;Senegal;2020;218
04 Balears, Illes;Senegal;2019;384
04 Balears, Illes;Senegal;2018;377
04 Balears, Illes;Senegal;2017;221
04 Balears, Illes;Senegal;2016;249
04 Balears, Illes;Senegal;2015;247
04 Balears, Illes;Senegal;2014;165
04 Balears, Illes;Senegal;2013;203
04 Balears, Illes;Senegal;2012;179
04 Balears, Illes;Senegal;2011;166
04 Balears, Illes;Senegal;2010;234
04 Balears, Illes;Senegal;2009;524
04 Balears, Illes;Senegal;2008;660
04 Balears, Illes;Otro país de África;2021;154
04 Balears, Illes;Otro país de África;2020;110
04 Balears, Illes;Otro país de África;2019;171
04 Balears, Illes;Otro país de África;2018;145
04 Balears, Illes;Otro país de África;2017;116
04 Balears, Illes;Otro país de África;2016;124
04 Balears, Illes;Otro país de África;2015;112
04 Balears, Illes;Otro país de África;2014;108
04 Balears, Illes;Otro país de África;2013;109
04 Balears, Illes;Otro país de África;2012;116
04 Balears, Illes;Otro país de África;2011;89
04 Balears, Illes;Otro país de África;2010;67
04 Balears, Illes;Otro país de África;2009;91
04 Balears, Illes;Otro país de África;2008;126
04 Balears, Illes;América del Norte;2021;444
04 Balears, Illes;América del Norte;2020;339
04 Balears, Illes;América del Norte;2019;434
04 Balears, Illes;América del Norte;2018;389
04 Balears, Illes;América del Norte;2017;362
04 Balears, Illes;América del Norte;2016;319
04 Balears, Illes;América del Norte;2015;308
04 Balears, Illes;América del Norte;2014;299
04 Balears, Illes;América del Norte;2013;275
04 Balears, Illes;América del Norte;2012;263
04 Balears, Illes;América del Norte;2011;235
04 Balears, Illes;América del Norte;2010;210
04 Balears, Illes;América del Norte;2009;264
04 Balears, Illes;América del Norte;2008;211
04 Balears, Illes;Estados Unidos de América;2021;302
04 Balears, Illes;Estados Unidos de América;2020;232
04 Balears, Illes;Estados Unidos de América;2019;248
04 Balears, Illes;Estados Unidos de América;2018;228
04 Balears, Illes;Estados Unidos de América;2017;205
04 Balears, Illes;Estados Unidos de América;2016;189
04 Balears, Illes;Estados Unidos de América;2015;174
04 Balears, Illes;Estados Unidos de América;2014;186
04 Balears, Illes;Estados Unidos de América;2013;166
04 Balears, Illes;Estados Unidos de América;2012;154
04 Balears, Illes;Estados Unidos de América;2011;156
04 Balears, Illes;Estados Unidos de América;2010;118
04 Balears, Illes;Estados Unidos de América;2009;146
04 Balears, Illes;Estados Unidos de América;2008;110
04 Balears, Illes;México;2021;94
04 Balears, Illes;México;2020;80
04 Balears, Illes;México;2019;154
04 Balears, Illes;México;2018;113
04 Balears, Illes;México;2017;124
04 Balears, Illes;México;2016;103
04 Balears, Illes;México;2015;101
04 Balears, Illes;México;2014;90
04 Balears, Illes;México;2013;84
04 Balears, Illes;México;2012;95
04 Balears, Illes;México;2011;60
04 Balears, Illes;México;2010;75
04 Balears, Illes;México;2009;85
04 Balears, Illes;México;2008;78
04 Balears, Illes;Canadá;2021;48
04 Balears, Illes;Canadá;2020;27
04 Balears, Illes;Canadá;2019;32
04 Balears, Illes;Canadá;2018;48
04 Balears, Illes;Canadá;2017;33
04 Balears, Illes;Canadá;2016;28
04 Balears, Illes;Canadá;2015;32
04 Balears, Illes;Canadá;2014;23
04 Balears, Illes;Canadá;2013;25
04 Balears, Illes;Canadá;2012;14
04 Balears, Illes;Canadá;2011;19
04 Balears, Illes;Canadá;2010;17
04 Balears, Illes;Canadá;2009;33
04 Balears, Illes;Canadá;2008;22
04 Balears, Illes;Centro América y Caribe;2021;745
04 Balears, Illes;Centro América y Caribe;2020;882
04 Balears, Illes;Centro América y Caribe;2019;1.708
04 Balears, Illes;Centro América y Caribe;2018;1.379
04 Balears, Illes;Centro América y Caribe;2017;937
04 Balears, Illes;Centro América y Caribe;2016;718
04 Balears, Illes;Centro América y Caribe;2015;696
04 Balears, Illes;Centro América y Caribe;2014;649
04 Balears, Illes;Centro América y Caribe;2013;643
04 Balears, Illes;Centro América y Caribe;2012;720
04 Balears, Illes;Centro América y Caribe;2011;744
04 Balears, Illes;Centro América y Caribe;2010;548
04 Balears, Illes;Centro América y Caribe;2009;597
04 Balears, Illes;Centro América y Caribe;2008;883
04 Balears, Illes;Cuba;2021;439
04 Balears, Illes;Cuba;2020;311
04 Balears, Illes;Cuba;2019;720
04 Balears, Illes;Cuba;2018;620
04 Balears, Illes;Cuba;2017;396
04 Balears, Illes;Cuba;2016;311
04 Balears, Illes;Cuba;2015;331
04 Balears, Illes;Cuba;2014;298
04 Balears, Illes;Cuba;2013;334
04 Balears, Illes;Cuba;2012;338
04 Balears, Illes;Cuba;2011;385
04 Balears, Illes;Cuba;2010;307
04 Balears, Illes;Cuba;2009;242
04 Balears, Illes;Cuba;2008;393
04 Balears, Illes;Honduras;2021;39
04 Balears, Illes;Honduras;2020;110
04 Balears, Illes;Honduras;2019;149
04 Balears, Illes;Honduras;2018;112
04 Balears, Illes;Honduras;2017;89
04 Balears, Illes;Honduras;2016;45
04 Balears, Illes;Honduras;2015;34
04 Balears, Illes;Honduras;2014;22
04 Balears, Illes;Honduras;2013;13
04 Balears, Illes;Honduras;2012;19
04 Balears, Illes;Honduras;2011;16
04 Balears, Illes;Honduras;2010;17
04 Balears, Illes;Honduras;2009;15
04 Balears, Illes;Honduras;2008;17
04 Balears, Illes;Nicaragua;2021;52
04 Balears, Illes;Nicaragua;2020;214
04 Balears, Illes;Nicaragua;2019;393
04 Balears, Illes;Nicaragua;2018;283
04 Balears, Illes;Nicaragua;2017;102
04 Balears, Illes;Nicaragua;2016;73
04 Balears, Illes;Nicaragua;2015;47
04 Balears, Illes;Nicaragua;2014;42
04 Balears, Illes;Nicaragua;2013;31
04 Balears, Illes;Nicaragua;2012;37
04 Balears, Illes;Nicaragua;2011;39
04 Balears, Illes;Nicaragua;2010;36
04 Balears, Illes;Nicaragua;2009;30
04 Balears, Illes;Nicaragua;2008;39
04 Balears, Illes;República Dominicana;2021;169
04 Balears, Illes;República Dominicana;2020;165
04 Balears, Illes;República Dominicana;2019;281
04 Balears, Illes;República Dominicana;2018;249
04 Balears, Illes;República Dominicana;2017;251
04 Balears, Illes;República Dominicana;2016;214
04 Balears, Illes;República Dominicana;2015;214
04 Balears, Illes;República Dominicana;2014;238
04 Balears, Illes;República Dominicana;2013;228
04 Balears, Illes;República Dominicana;2012;282
04 Balears, Illes;República Dominicana;2011;261
04 Balears, Illes;República Dominicana;2010;157
04 Balears, Illes;República Dominicana;2009;256
04 Balears, Illes;República Dominicana;2008;384
04 Balears, Illes;Otro país de Centro América y Caribe;2021;46
04 Balears, Illes;Otro país de Centro América y Caribe;2020;82
04 Balears, Illes;Otro país de Centro América y Caribe;2019;165
